Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,environment_(feature),environment_(material),Experiment,external_id,human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,Sequencing_method,SRA Study,Submitter_Id
ERR4087578,WGS,140,765135625,PRJEB37249,SAMEA6811430,574875131,INRA-META,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:07Z,human-associated habitat,feces,ERX4083403,SAMEA6811430,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:07Z,public,Ion Torrent Proton,metagenome,M0x20MCx1920_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-04T10:07:00Z,1,SAMEA6811430,M0x20MCx1920,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1920
ERR4087579,WGS,140,797784336,PRJEB37249,SAMEA6811430,601959487,INRA-META,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:07Z,human-associated habitat,feces,ERX4083404,SAMEA6811430,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:07Z,public,Ion Torrent Proton,metagenome,M0x20MCx1920_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-03T05:03:00Z,1,SAMEA6811430,M0x20MCx1920,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1920
ERR4087580,WGS,140,623148496,PRJEB37249,SAMEA6811430,469960542,INRA-META,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:07Z,human-associated habitat,feces,ERX4083405,SAMEA6811430,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:07Z,public,Ion Torrent Proton,metagenome,M0x20MCx1920_4,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T13:28:00Z,1,SAMEA6811430,M0x20MCx1920,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1920
ERR4087581,WGS,141,471046222,PRJEB37249,SAMEA6811518,352879933,INRA-META,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:08Z,human-associated habitat,feces,ERX4083406,SAMEA6811518,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:08Z,public,Ion Torrent Proton,metagenome,M0x20MCx1921_1,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-05T09:57:00Z,1,SAMEA6811518,M0x20MCx1921,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1921
ERR4087582,WGS,141,1122701227,PRJEB37249,SAMEA6811518,835270742,INRA-META,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:08Z,human-associated habitat,feces,ERX4083407,SAMEA6811518,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:08Z,public,Ion Torrent Proton,metagenome,M0x20MCx1921_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T13:49:00Z,1,SAMEA6811518,M0x20MCx1921,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1921
ERR4087583,WGS,134,243991548,PRJEB37249,SAMEA6811518,185066433,INRA-META,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:08Z,human-associated habitat,feces,ERX4083408,SAMEA6811518,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:08Z,public,Ion Torrent Proton,metagenome,M0x20MCx1921_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T13:18:00Z,1,SAMEA6811518,M0x20MCx1921,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1921
ERR4087584,WGS,142,1139774201,PRJEB37249,SAMEA6811518,847992249,INRA-META,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:08Z,human-associated habitat,feces,ERX4083409,SAMEA6811518,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:08Z,public,Ion Torrent Proton,metagenome,M0x20MCx1921_4,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T13:44:00Z,1,SAMEA6811518,M0x20MCx1921,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1921
ERR4087585,WGS,143,775893732,PRJEB37249,SAMEA6811255,622959797,INRA-META,public,"run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:05Z,human-associated habitat,feces,ERX4083410,SAMEA6811255,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:05Z,public,Ion Torrent Proton,metagenome,M0x20MCx1932_1,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T18:21:00Z,1,SAMEA6811255,M0x20MCx1932,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1932
ERR4087586,WGS,141,682117788,PRJEB37249,SAMEA6811255,547351944,INRA-META,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:05Z,human-associated habitat,feces,ERX4083411,SAMEA6811255,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:05Z,public,Ion Torrent Proton,metagenome,M0x20MCx1932_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T18:21:00Z,1,SAMEA6811255,M0x20MCx1932,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1932
ERR4087587,WGS,143,842193290,PRJEB37249,SAMEA6811255,631219585,INRA-META,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:05Z,human-associated habitat,feces,ERX4083412,SAMEA6811255,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:05Z,public,Ion Torrent Proton,metagenome,M0x20MCx1932_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T13:42:00Z,1,SAMEA6811255,M0x20MCx1932,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1932
ERR4087588,WGS,142,675005262,PRJEB37249,SAMEA6811255,506811184,INRA-META,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:05Z,human-associated habitat,feces,ERX4083413,SAMEA6811255,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:05Z,public,Ion Torrent Proton,metagenome,M0x20MCx1932_4,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T13:36:00Z,1,SAMEA6811255,M0x20MCx1932,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1932
ERR4087589,WGS,135,222754656,PRJEB37249,SAMEA6811476,168826605,INRA-META,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:07Z,human-associated habitat,feces,ERX4083414,SAMEA6811476,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:07Z,public,Ion Torrent Proton,metagenome,M0x20MCx1955_1,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T13:23:00Z,1,SAMEA6811476,M0x20MCx1955,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1955
ERR4087590,WGS,135,201031028,PRJEB37249,SAMEA6811476,151277741,INRA-META,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:07Z,human-associated habitat,feces,ERX4083415,SAMEA6811476,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:07Z,public,Ion Torrent Proton,metagenome,M0x20MCx1955_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T13:21:00Z,1,SAMEA6811476,M0x20MCx1955,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1955
ERR4087591,WGS,133,190651998,PRJEB37249,SAMEA6811476,155361890,INRA-META,public,"sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:07Z,human-associated habitat,feces,ERX4083416,SAMEA6811476,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:07Z,public,Ion Torrent Proton,metagenome,M0x20MCx1955_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T18:21:00Z,1,SAMEA6811476,M0x20MCx1955,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1955
ERR4087592,WGS,137,153201770,PRJEB37249,SAMEA6811476,122761422,INRA-META,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:07Z,human-associated habitat,feces,ERX4083417,SAMEA6811476,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:07Z,public,Ion Torrent Proton,metagenome,M0x20MCx1955_4,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T18:21:00Z,1,SAMEA6811476,M0x20MCx1955,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1955
ERR4087593,WGS,137,1574637375,PRJEB37249,SAMEA6811476,1184759247,INRA-META,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:07Z,human-associated habitat,feces,ERX4083418,SAMEA6811476,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:07Z,public,Ion Torrent Proton,metagenome,M0x20MCx1955_5,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T13:51:00Z,1,SAMEA6811476,M0x20MCx1955,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1955
ERR4087594,WGS,136,213499881,PRJEB37249,SAMEA6811476,172466780,INRA-META,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:07Z,human-associated habitat,feces,ERX4083419,SAMEA6811476,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:07Z,public,Ion Torrent Proton,metagenome,M0x20MCx1955_6,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-04T10:23:00Z,1,SAMEA6811476,M0x20MCx1955,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1955
ERR4087595,WGS,135,213847590,PRJEB37249,SAMEA6811476,173276277,INRA-META,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:07Z,human-associated habitat,feces,ERX4083420,SAMEA6811476,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:07Z,public,Ion Torrent Proton,metagenome,M0x20MCx1955_7,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T18:21:00Z,1,SAMEA6811476,M0x20MCx1955,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1955
ERR4087596,WGS,139,830313322,PRJEB37249,SAMEA6811334,615629710,INRA-META,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:05Z,human-associated habitat,feces,ERX4083421,SAMEA6811334,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:05Z,public,Ion Torrent Proton,metagenome,M0x20MCx1964_1,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T13:40:00Z,1,SAMEA6811334,M0x20MCx1964,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1964
ERR4087597,WGS,138,719309703,PRJEB37249,SAMEA6811334,571784224,INRA-META,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:05Z,human-associated habitat,feces,ERX4083422,SAMEA6811334,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:05Z,public,Ion Torrent Proton,metagenome,M0x20MCx1964_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T18:21:00Z,1,SAMEA6811334,M0x20MCx1964,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1964
ERR4087598,WGS,139,680131940,PRJEB37249,SAMEA6811334,505552376,INRA-META,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:05Z,human-associated habitat,feces,ERX4083423,SAMEA6811334,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:05Z,public,Ion Torrent Proton,metagenome,M0x20MCx1964_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T13:35:00Z,1,SAMEA6811334,M0x20MCx1964,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1964
ERR4087599,WGS,139,788886807,PRJEB37249,SAMEA6811334,585182743,INRA-META,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:05Z,human-associated habitat,feces,ERX4083424,SAMEA6811334,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:05Z,public,Ion Torrent Proton,metagenome,M0x20MCx1964_4,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T13:39:00Z,1,SAMEA6811334,M0x20MCx1964,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1964
ERR4087600,WGS,139,378113422,PRJEB37249,SAMEA6810906,307767625,INRA-META,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:01Z,human-associated habitat,feces,ERX4083425,SAMEA6810906,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:01Z,public,Ion Torrent Proton,metagenome,M0x20MCx1989_1,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-04T10:23:00Z,1,SAMEA6810906,M0x20MCx1989,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1989
ERR4087601,WGS,141,374348542,PRJEB37249,SAMEA6810906,303276756,INRA-META,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:01Z,human-associated habitat,feces,ERX4083426,SAMEA6810906,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:01Z,public,Ion Torrent Proton,metagenome,M0x20MCx1989_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T18:22:00Z,1,SAMEA6810906,M0x20MCx1989,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1989
ERR4087602,WGS,141,387461204,PRJEB37249,SAMEA6810906,315322741,INRA-META,public,"sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:01Z,human-associated habitat,feces,ERX4083427,SAMEA6810906,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:01Z,public,Ion Torrent Proton,metagenome,M0x20MCx1989_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T18:21:00Z,1,SAMEA6810906,M0x20MCx1989,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1989
ERR4087603,WGS,141,374510715,PRJEB37249,SAMEA6810906,303832363,INRA-META,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:01Z,human-associated habitat,feces,ERX4083428,SAMEA6810906,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:01Z,public,Ion Torrent Proton,metagenome,M0x20MCx1989_4,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-05T10:26:00Z,1,SAMEA6810906,M0x20MCx1989,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1989
ERR4087604,WGS,142,319476655,PRJEB37249,SAMEA6810906,240364397,INRA-META,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:01Z,human-associated habitat,feces,ERX4083429,SAMEA6810906,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:01Z,public,Ion Torrent Proton,metagenome,M0x20MCx1989_5,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-04T10:04:00Z,1,SAMEA6810906,M0x20MCx1989,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1989
ERR4087605,WGS,142,1153952324,PRJEB37249,SAMEA6810906,868260002,INRA-META,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:01Z,human-associated habitat,feces,ERX4083430,SAMEA6810906,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:01Z,public,Ion Torrent Proton,metagenome,M0x20MCx1989_6,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T13:45:00Z,1,SAMEA6810906,M0x20MCx1989,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1989
ERR4087606,WGS,142,378834087,PRJEB37249,SAMEA6810906,284801599,INRA-META,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:01Z,human-associated habitat,feces,ERX4083431,SAMEA6810906,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:01Z,public,Ion Torrent Proton,metagenome,M0x20MCx1989_7,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T13:25:00Z,1,SAMEA6810906,M0x20MCx1989,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1989
ERR4087607,WGS,141,374324760,PRJEB37249,SAMEA6810906,284034791,INRA-META,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:01Z,human-associated habitat,feces,ERX4083432,SAMEA6810906,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:01Z,public,Ion Torrent Proton,metagenome,M0x20MCx1989_8,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T13:33:00Z,1,SAMEA6810906,M0x20MCx1989,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1989
ERR4087608,WGS,141,391482640,PRJEB37249,SAMEA6810906,317511214,INRA-META,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:01Z,human-associated habitat,feces,ERX4083433,SAMEA6810906,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:01Z,public,Ion Torrent Proton,metagenome,M0x20MCx1989_9,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T18:22:00Z,1,SAMEA6810906,M0x20MCx1989,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1989
ERR4087609,WGS,141,640605487,PRJEB37249,SAMEA6811630,511868961,INRA-META,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:09Z,human-associated habitat,feces,ERX4083434,SAMEA6811630,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:09Z,public,Ion Torrent Proton,metagenome,M0x20MCx1998_1,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-07T10:27:00Z,1,SAMEA6811630,M0x20MCx1998,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1998
ERR4087610,WGS,141,644079673,PRJEB37249,SAMEA6811630,519550888,INRA-META,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:09Z,human-associated habitat,feces,ERX4083435,SAMEA6811630,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:09Z,public,Ion Torrent Proton,metagenome,M0x20MCx1998_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T18:22:00Z,1,SAMEA6811630,M0x20MCx1998,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1998
ERR4087611,WGS,143,763201282,PRJEB37249,SAMEA6811630,613168637,INRA-META,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:09Z,human-associated habitat,feces,ERX4083436,SAMEA6811630,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:09Z,public,Ion Torrent Proton,metagenome,M0x20MCx1998_3,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T18:22:00Z,1,SAMEA6811630,M0x20MCx1998,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1998
ERR4087612,WGS,142,1041762200,PRJEB37249,SAMEA6811630,782832042,INRA-META,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:09Z,human-associated habitat,feces,ERX4083437,SAMEA6811630,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:09Z,public,Ion Torrent Proton,metagenome,M0x20MCx1998_4,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-08T13:44:00Z,1,SAMEA6811630,M0x20MCx1998,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1998
ERR4087613,WGS,141,1106685099,PRJEB37249,SAMEA6810993,832783678,INRA-META,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:02Z,human-associated habitat,feces,ERX4083438,SAMEA6810993,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:02Z,public,Ion Torrent Proton,metagenome,M0x20MCx1999_1,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-06T09:53:00Z,1,SAMEA6810993,M0x20MCx1999,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1999
ERR4087614,WGS,148,148715046,PRJEB37249,SAMEA6810993,112050506,INRA-META,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2020-05-01,2020-05-01T17:08:23Z,2020-05-01,2020-05-01T10:14:02Z,human-associated habitat,feces,ERX4083439,SAMEA6810993,human-gut,INRA-META,2020-05-01T17:08:23Z,2020-05-01T10:14:02Z,public,Ion Torrent Proton,metagenome,M0x20MCx1999_2,SINGLE,RANDOM,METAGENOMIC,human gut metagenome,ION_TORRENT,metacardis-statin,2020-05-02T00:00:00Z,2020-05-03T04:59:00Z,1,SAMEA6810993,M0x20MCx1999,human gut metagenome,Ion-Proton,ERP120556,M0x20MCx1999
